direccion|precio_uf|metros_cuadrados|dormitorios|banios|estaciones_de_metro_tmin|estaciones_de_metro_tmax|estaciones_de_metro_tavg|estaciones_de_metro_dmin|estaciones_de_metro_dmax|estaciones_de_metro_davg|paraderos_tmin|paraderos_tmax|paraderos_tavg|paraderos_dmin|paraderos_dmax|paraderos_davg|jardines_infantiles_tmin|jardines_infantiles_tmax|jardines_infantiles_tavg|jardines_infantiles_dmin|jardines_infantiles_dmax|jardines_infantiles_davg|colegios_tmin|colegios_tmax|colegios_tavg|colegios_dmin|colegios_dmax|colegios_davg|universidades_tmin|universidades_tmax|universidades_tavg|universidades_dmin|universidades_dmax|universidades_davg|plazas_tmin|plazas_tmax|plazas_tavg|plazas_dmin|plazas_dmax|plazas_davg|supermercados_tmin|supermercados_tmax|supermercados_tavg|supermercados_dmin|supermercados_dmax|supermercados_davg|farmacias_tmin|farmacias_tmax|farmacias_tavg|farmacias_dmin|farmacias_dmax|farmacias_davg|centros_comerciales_tmin|centros_comerciales_tmax|centros_comerciales_tavg|centros_comerciales_dmin|centros_comerciales_dmax|centros_comerciales_davg|clinicas_tmin|clinicas_tmax|clinicas_tavg|clinicas_dmin|clinicas_dmax|clinicas_davg|hospitales_tmin|hospitales_tmax|hospitales_tavg|hospitales_dmin|hospitales_dmax|hospitales_davg
A Pasos Del Metro Santa Ana Y Puente Cal Y Canto, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3320|55|2|2|7.0|11.0|9.0|531.0|876.0|703.5|2.0|5.0|4.0|124.0|427.0|312.2|6.0|11.0|8.5|487.0|830.0|658.5|7.0|12.0|9.8|542.0|918.0|761.2|9.0|9.0|9.0|723.0|723.0|723.0|3.0|10.0|5.8|221.0|746.0|454.6|9.0|13.0|11.2|688.0|997.0|877.8|8.0|11.0|9.4|604.0|863.0|728.8|13.0|13.0|13.0|983.0|983.0|983.0|12.0|12.0|12.0|926.0|926.0|926.0||||||
|4000|0|0|0|6.0|11.0|8.7|438.0|838.0|661.0|0.0|3.0|2.2|6.0|269.0|186.2|5.0|10.0|8.0|409.0|772.0|623.8|4.0|5.0|4.8|305.0|419.0|375.2|5.0|7.0|6.2|411.0|523.0|482.4|4.0|6.0|5.5|350.0|498.0|445.0|5.0|10.0|7.8|368.0|799.0|609.0|5.0|6.0|5.8|419.0|505.0|458.8|10.0|12.0|11.0|813.0|966.0|889.7|7.0|12.0|9.0|541.0|972.0|708.6||||||
Santa Isabel, Santiago, RM (Metropolitana)|3800|65|2|2|8.0|8.0|8.0|662.0|662.0|662.0|3.0|5.0|3.8|201.0|380.0|289.4|4.0|12.0|7.8|286.0|937.0|595.0|2.0|8.0|5.2|152.0|621.0|409.8|3.0|11.0|8.2|198.0|862.0|634.8|2.0|9.0|5.8|161.0|674.0|445.4|4.0|10.0|6.8|296.0|784.0|523.6|3.0|8.0|5.0|200.0|604.0|379.4|||||||3.0|12.0|9.0|221.0|942.0|693.0|10.0|12.0|11.3|774.0|968.0|899.3
Tucapel Jiménez, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1747|34|1|1|6.0|12.0|8.5|486.0|954.0|672.8|3.0|4.0|3.6|253.0|348.0|297.8|3.0|10.0|8.4|263.0|817.0|667.2|4.0|6.0|5.2|285.0|506.0|414.0|6.0|7.0|6.4|431.0|571.0|504.0|4.0|7.0|6.2|330.0|576.0|494.8|5.0|12.0|7.8|392.0|941.0|627.6|3.0|5.0|4.2|210.0|414.0|321.4|12.0|12.0|12.0|902.0|949.0|924.0|5.0|10.0|7.8|352.0|790.0|599.0||||||
Cueto /sto Domingo Metro Cumming, Barrio Yungay, Santiago, RM (Metropolitana)|1613|36|1|1|4.0|10.0|7.0|325.0|790.0|557.5|3.0|4.0|3.2|210.0|328.0|259.2|2.0|9.0|5.8|181.0|693.0|454.4|2.0|3.0|2.6|152.0|248.0|204.2|13.0|13.0|13.0|996.0|997.0|996.5|3.0|12.0|8.8|248.0|934.0|681.8|4.0|10.0|6.0|314.0|803.0|481.6|4.0|7.0|5.6|333.0|540.0|443.2|||||||||||||10.0|10.0|10.0|813.0|813.0|813.0
Chiloé / Matta - 1d &#43; 1b, Parque O'Higgins, Santiago, RM (Metropolitana)|2400|35|1|1|7.0|7.0|7.0|583.0|583.0|583.0|2.0|3.0|2.8|169.0|273.0|236.0|10.0|12.0|11.0|747.0|942.0|853.2|3.0|5.0|4.0|213.0|386.0|308.4|11.0|11.0|11.0|887.0|887.0|887.0|3.0|13.0|8.0|258.0|993.0|625.5|4.0|9.0|7.0|306.0|715.0|557.7|5.0|8.0|6.0|369.0|660.0|476.0|||||||8.0|8.0|8.0|625.0|625.0|625.0|8.0|9.0|8.5|608.0|706.0|657.0
Plaza Brasil, Barrio Brasil, Santiago, RM (Metropolitana)|1980|28|1|1|6.0|8.0|7.0|465.0|657.0|561.0|2.0|3.0|2.7|191.0|253.0|219.3|2.0|7.0|3.6|190.0|558.0|290.4|4.0|7.0|5.2|331.0|528.0|404.2|4.0|12.0|8.8|313.0|913.0|683.4|5.0|7.0|6.0|366.0|577.0|474.8|8.0|11.0|9.7|632.0|869.0|769.7|4.0|8.0|6.4|346.0|588.0|504.2|||||||12.0|12.0|12.0|926.0|926.0|926.0||||||
San Martín 733, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2590|55|2|2|6.0|13.0|9.7|466.0|977.0|728.7|0.0|3.0|1.7|23.0|248.0|130.3|9.0|10.0|9.2|665.0|745.0|704.2|4.0|7.0|6.0|280.0|555.0|448.2|6.0|8.0|7.0|460.0|596.0|528.0|3.0|6.0|4.6|218.0|459.0|355.0|7.0|11.0|9.2|561.0|829.0|725.2|4.0|8.0|6.0|310.0|631.0|463.8|10.0|11.0|10.5|799.0|857.0|828.0|9.0|12.0|10.5|697.0|951.0|824.0||||||
Santa Isabel, Santiago, RM (Metropolitana)|2900|48|2|1|7.0|13.0|10.0|513.0|985.0|749.0|2.0|3.0|2.5|169.0|234.0|204.0|4.0|10.0|8.0|335.0|797.0|632.8|3.0|4.0|3.6|223.0|319.0|277.2|7.0|13.0|11.0|522.0|994.0|840.6|6.0|9.0|7.8|456.0|668.0|581.6|2.0|9.0|4.8|154.0|712.0|381.4|2.0|6.0|3.8|182.0|468.0|293.4|||||||7.0|13.0|10.0|546.0|993.0|771.7|11.0|11.0|11.0|838.0|885.0|861.5
San Pablo Con Avenida Brasil, Barrio Brasil, Santiago, RM (Metropolitana)|3000|66|3|2|9.0|12.0|10.5|730.0|924.0|827.0|3.0|4.0|3.5|202.0|297.0|250.5|5.0|9.0|6.4|373.0|688.0|488.0|3.0|5.0|3.8|241.0|388.0|301.8|4.0|11.0|7.5|291.0|835.0|563.0|3.0|10.0|5.8|247.0|813.0|467.8|6.0|12.0|9.5|448.0|968.0|745.0|3.0|10.0|6.5|239.0|793.0|513.0||||||||||||||||||
Mapocho, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1890|29|1|1|8.0|10.0|9.0|603.0|804.0|703.5|3.0|5.0|3.8|196.0|391.0|296.2|5.0|10.0|7.5|418.0|794.0|606.0|6.0|11.0|8.8|470.0|846.0|690.8|8.0|12.0|10.0|651.0|934.0|792.5|2.0|9.0|5.4|185.0|681.0|418.8|10.0|13.0|12.0|757.0|995.0|931.4|8.0|11.0|9.4|634.0|820.0|732.2|||||||13.0|13.0|13.0|996.0|996.0|996.0||||||
Av. Matta Con Vicuña Mackenna, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2255|42|2|2|5.0|5.0|5.0|399.0|399.0|399.0|3.0|3.0|3.0|210.0|255.0|225.4|||||||4.0|6.0|4.6|306.0|498.0|368.0|||||||4.0|11.0|7.4|333.0|834.0|590.4|6.0|12.0|8.3|449.0|911.0|631.3|4.0|8.0|6.0|278.0|609.0|454.4|||||||7.0|12.0|10.0|569.0|970.0|799.3||||||
Bulnes, Santiago, RM (Metropolitana)|3450|50|2|1|5.0|12.0|8.8|425.0|929.0|680.0|0.0|3.0|2.0|23.0|248.0|152.2|2.0|10.0|5.8|139.0|811.0|466.8|2.0|6.0|4.2|169.0|459.0|310.4|4.0|7.0|5.8|324.0|530.0|457.2|3.0|6.0|5.0|208.0|470.0|382.4|2.0|7.0|4.0|126.0|562.0|306.2|3.0|5.0|4.3|215.0|429.0|347.0|3.0|13.0|6.7|247.0|996.0|530.7|3.0|10.0|7.0|244.0|786.0|547.0|12.0|12.0|12.0|938.0|938.0|938.0
Marin / Lira, Santa Isabel, Santiago, RM (Metropolitana)|2200|67|1|1|12.0|12.0|12.0|952.0|952.0|952.0|2.0|5.0|3.8|171.0|414.0|308.2|3.0|10.0|7.0|255.0|795.0|543.6|5.0|7.0|6.2|424.0|577.0|489.6|3.0|11.0|6.2|252.0|866.0|480.2|2.0|7.0|4.0|126.0|519.0|300.4|7.0|10.0|8.2|546.0|800.0|635.4|6.0|8.0|7.2|494.0|659.0|564.4|||||||3.0|12.0|8.2|221.0|975.0|654.8|6.0|10.0|8.0|451.0|748.0|611.0
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|8870|172|2|2|4.0|11.0|8.4|320.0|890.0|670.4|2.0|3.0|2.2|148.0|212.0|182.8|9.0|9.0|9.0|722.0|722.0|722.0|9.0|10.0|9.5|729.0|790.0|759.5|3.0|7.0|5.0|241.0|547.0|379.2|4.0|11.0|8.6|320.0|860.0|659.6|4.0|6.0|5.0|326.0|435.0|389.2|3.0|6.0|4.8|265.0|505.0|389.4|4.0|11.0|7.2|346.0|827.0|578.0|5.0|10.0|8.0|405.0|783.0|621.6||||||
San Diego 1344, Santiago Centro, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1600|31|1|1|12.0|12.0|12.0|965.0|965.0|965.0|0.0|5.0|3.6|2.0|397.0|291.4|5.0|10.0|7.6|373.0|751.0|592.0|4.0|7.0|5.6|300.0|580.0|435.6|||||||5.0|12.0|8.5|400.0|930.0|665.0|3.0|8.0|5.7|232.0|596.0|425.7|2.0|12.0|7.8|129.0|915.0|596.6|||||||10.0|10.0|10.0|768.0|768.0|768.0|11.0|11.0|11.0|849.0|849.0|849.0
San Pablo 1800 - 2100, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|2070|43|2|2|10.0|11.0|10.5|793.0|833.0|813.0|2.0|3.0|2.5|143.0|269.0|210.8|4.0|7.0|5.4|327.0|582.0|431.0|2.0|5.0|4.0|182.0|422.0|334.0|3.0|10.0|6.5|219.0|744.0|481.5|2.0|9.0|5.4|174.0|705.0|424.0|7.0|12.0|8.7|555.0|960.0|691.7|2.0|10.0|6.0|153.0|779.0|475.0||||||||||||||||||
San Francisco 350 Metro Parque Almagro, San Diego, Santiago, RM (Metropolitana)|2690|48|2|2|7.0|12.0|10.3|539.0|970.0|824.0|2.0|4.0|3.2|145.0|347.0|255.8|2.0|8.0|5.6|173.0|623.0|455.6|7.0|10.0|8.2|520.0|784.0|639.4|7.0|10.0|9.2|580.0|807.0|727.8|5.0|7.0|5.8|389.0|522.0|459.2|6.0|9.0|7.6|455.0|673.0|579.0|3.0|6.0|4.8|235.0|501.0|380.8|10.0|12.0|11.3|747.0|974.0|892.0|8.0|9.0|8.5|655.0|706.0|680.5|7.0|7.0|7.0|577.0|577.0|577.0
Edificio Ejercito Bicentenario, Ejército - Toesca, Santiago, RM (Metropolitana)|2950|60|2|1|7.0|10.0|8.5|528.0|770.0|649.0|3.0|4.0|3.2|197.0|310.0|241.5|7.0|9.0|8.0|516.0|734.0|630.6|6.0|11.0|8.8|480.0|867.0|701.0|5.0|7.0|6.0|423.0|561.0|490.6|3.0|8.0|5.6|240.0|659.0|436.2|7.0|12.0|9.0|549.0|917.0|698.0|7.0|10.0|8.8|549.0|783.0|701.0|||||||9.0|11.0|10.0|718.0|831.0|772.3||||||
Eyzaguirre, San Diego, Santiago, RM (Metropolitana)|1950|35|1|1|9.0|10.0|9.5|676.0|806.0|741.0|3.0|3.0|3.0|211.0|261.0|236.4|2.0|11.0|7.2|160.0|854.0|569.2|3.0|11.0|8.4|224.0|835.0|656.2|11.0|13.0|11.7|842.0|988.0|902.3|2.0|9.0|5.8|164.0|686.0|459.0|10.0|12.0|11.0|783.0|962.0|872.8|8.0|10.0|8.8|611.0|790.0|689.6|||||||8.0|12.0|10.3|594.0|960.0|808.0||||||
Metro Irarrazabal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2175|28|1|1|5.0|11.0|8.0|415.0|861.0|638.0|2.0|3.0|2.8|121.0|235.0|203.8|10.0|12.0|11.0|790.0|938.0|864.0|2.0|6.0|3.4|150.0|491.0|272.2|||||||5.0|9.0|6.2|422.0|682.0|492.0|6.0|10.0|8.0|507.0|773.0|642.2|3.0|5.0|3.4|216.0|377.0|273.0|||||||8.0|8.0|8.0|663.0|663.0|663.0||||||
Calle Placer, 0, Franklin - Biobío, Santiago, RM (Metropolitana)|1890|49|3|1|2.0|11.0|7.3|147.0|871.0|578.3|2.0|2.0|2.0|122.0|122.0|122.0|4.0|12.0|9.0|350.0|950.0|707.0|3.0|8.0|6.0|198.0|651.0|474.8|8.0|8.0|8.0|617.0|617.0|617.0|5.0|9.0|7.2|355.0|702.0|557.8|5.0|13.0|9.0|357.0|995.0|676.0|4.0|6.0|4.8|336.0|481.0|384.5|4.0|4.0|4.0|288.0|288.0|288.0|||||||5.0|5.0|5.0|368.0|368.0|368.0
Santa Victoria 562, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|3400|51|2|2|11.0|11.0|11.0|886.0|886.0|886.0|3.0|4.0|3.6|219.0|349.0|287.6|2.0|8.0|6.2|142.0|653.0|469.4|3.0|8.0|5.8|270.0|653.0|468.2|3.0|12.0|7.0|268.0|955.0|551.8|2.0|6.0|4.2|130.0|496.0|326.0|5.0|12.0|9.4|425.0|940.0|745.8|7.0|9.0|8.2|581.0|736.0|648.8|||||||7.0|12.0|9.7|548.0|934.0|748.0|4.0|10.0|7.0|327.0|774.0|550.5
Avenida Santa Rosa 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3390|63|2|2|9.0|10.0|9.5|685.0|777.0|731.0|0.0|4.0|2.0|13.0|274.0|148.2|4.0|10.0|7.2|281.0|767.0|552.4|0.0|9.0|6.6|28.0|739.0|526.8|9.0|12.0|10.7|740.0|955.0|852.0|2.0|8.0|5.5|182.0|596.0|427.0|11.0|12.0|11.5|836.0|936.0|883.5|5.0|10.0|7.8|392.0|813.0|619.8|||||||9.0|9.0|9.0|711.0|711.0|711.0|9.0|9.0|9.0|738.0|738.0|738.0
Rosas 1910, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|4435|77|3|2|8.0|9.0|8.5|617.0|699.0|658.0|0.0|3.0|2.0|28.0|259.0|172.2|3.0|6.0|4.4|223.0|504.0|344.6|2.0|4.0|3.4|193.0|335.0|272.4|4.0|7.0|5.5|304.0|528.0|416.0|4.0|9.0|7.2|313.0|675.0|550.2|6.0|11.0|9.0|458.0|868.0|700.0|5.0|9.0|7.4|372.0|706.0|578.2||||||||||||||||||
San Francisco, San Diego, Santiago, RM (Metropolitana)|3700|90|3|2|7.0|12.0|10.3|569.0|920.0|800.7|2.0|4.0|3.2|175.0|309.0|263.2|3.0|8.0|6.0|203.0|603.0|453.4|6.0|9.0|7.8|470.0|700.0|598.4|7.0|11.0|9.4|529.0|836.0|725.0|5.0|7.0|5.8|418.0|521.0|460.4|6.0|8.0|7.0|469.0|619.0|543.8|3.0|6.0|4.6|265.0|451.0|361.4|9.0|12.0|11.0|697.0|924.0|842.0|8.0|12.0|10.2|605.0|973.0|819.5|7.0|7.0|7.0|527.0|527.0|527.0
General Jofré / Lira, Santa Isabel, Santiago, RM (Metropolitana)|3700|67|3|2|10.0|12.0|11.0|802.0|952.0|882.7|2.0|4.0|3.2|187.0|305.0|258.6|2.0|10.0|7.2|165.0|789.0|566.2|5.0|8.0|7.0|424.0|658.0|564.2|5.0|7.0|5.8|407.0|565.0|464.2|4.0|8.0|5.8|292.0|643.0|450.8|2.0|9.0|6.2|132.0|695.0|468.8|3.0|6.0|4.0|247.0|493.0|331.2|||||||5.0|10.0|8.2|406.0|772.0|633.5|5.0|9.0|7.5|413.0|670.0|569.8
Se Vende Departamento, Parque Los Reyes, Santiago, RM (Metropolitana)|2700|63|3|2|||||||3.0|6.0|4.6|204.0|430.0|339.4|2.0|11.0|7.8|180.0|870.0|609.2|2.0|11.0|6.2|126.0|894.0|501.8|||||||5.0|9.0|7.2|427.0|713.0|584.2|12.0|13.0|12.5|932.0|982.0|957.0|11.0|12.0|11.5|841.0|956.0|898.5||||||||||||||||||
Dieciocho, Parque Almagro, Santiago, RM (Metropolitana)|3990|68|2|2|7.0|12.0|9.0|576.0|922.0|704.0|2.0|3.0|2.8|143.0|257.0|216.0|3.0|11.0|8.2|262.0|878.0|651.8|3.0|9.0|5.8|241.0|716.0|459.8|7.0|9.0|8.4|535.0|697.0|649.8|4.0|7.0|5.6|290.0|571.0|436.0|4.0|11.0|8.0|325.0|819.0|617.0|7.0|10.0|9.0|537.0|803.0|696.6|||||||4.0|12.0|8.7|322.0|909.0|682.3||||||
Avenida Libertador Bernardo O'higgins, Bulnes, Santiago, RM (Metropolitana)|3000|45|1|1|3.0|11.0|7.5|197.0|883.0|581.8|2.0|3.0|2.6|147.0|251.0|201.2|5.0|8.0|7.0|355.0|638.0|542.2|4.0|7.0|5.4|344.0|550.0|425.4|5.0|9.0|6.8|406.0|683.0|520.0|2.0|3.0|2.8|122.0|237.0|206.8|3.0|6.0|5.2|252.0|495.0|409.6|2.0|3.0|2.4|134.0|260.0|190.8|2.0|12.0|8.0|142.0|905.0|603.4|2.0|8.0|6.0|140.0|612.0|470.2||||||
Avenida Vicuña Mackenna, Santa Isabel, Santiago, RM (Metropolitana)|2690|48|2|1|5.0|7.0|6.0|399.0|555.0|477.0|4.0|5.0|4.6|324.0|378.0|355.4|4.0|10.0|7.0|336.0|757.0|547.4|3.0|5.0|4.4|240.0|424.0|343.6|6.0|9.0|8.2|444.0|734.0|649.8|4.0|8.0|6.2|297.0|653.0|492.6|7.0|8.0|7.4|518.0|636.0|562.0|2.0|5.0|4.0|140.0|404.0|304.2|||||||4.0|12.0|7.3|316.0|923.0|577.7|5.0|12.0|8.7|377.0|949.0|672.7
San Isidro, Santiago, Santa Isabel, Santiago, RM (Metropolitana)|1935|41|1|1|10.0|10.0|10.0|776.0|776.0|776.0|2.0|5.0|3.4|171.0|420.0|268.8|7.0|8.0|7.8|570.0|656.0|620.2|4.0|9.0|6.4|295.0|732.0|506.2|6.0|12.0|8.8|452.0|964.0|688.5|3.0|5.0|4.2|267.0|419.0|340.5|7.0|12.0|10.2|558.0|915.0|795.6|6.0|11.0|8.4|438.0|837.0|654.2|||||||9.0|12.0|11.0|726.0|940.0|858.3|6.0|12.0|9.0|460.0|954.0|707.0
Parque Los Reyes, Santiago, RM (Metropolitana)|3517|49|2|2|||||||3.0|4.0|3.6|207.0|331.0|288.2|3.0|10.0|7.0|261.0|799.0|548.8|4.0|10.0|7.6|276.0|755.0|578.4|||||||8.0|12.0|10.8|644.0|949.0|840.2|8.0|12.0|10.0|657.0|968.0|812.5|9.0|12.0|10.8|673.0|950.0|830.6||||||||||||||||||
Manuel Antonio Tocornal 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1850|35|1|1|||||||3.0|6.0|4.4|215.0|498.0|348.0|5.0|10.0|7.4|382.0|791.0|565.0|6.0|7.0|6.6|478.0|578.0|528.2|3.0|11.0|5.8|200.0|828.0|441.0|3.0|5.0|4.2|218.0|392.0|330.2|6.0|11.0|8.8|498.0|874.0|701.6|7.0|10.0|8.8|579.0|801.0|694.6|||||||5.0|10.0|8.3|366.0|814.0|662.0|7.0|12.0|9.0|582.0|935.0|718.7
Metro Parque Almagro, San Diego, Santiago, RM (Metropolitana)|2000|33|1|1|6.0|12.0|9.0|475.0|961.0|718.0|2.0|4.0|2.8|168.0|303.0|213.0|3.0|10.0|6.6|268.0|757.0|525.6|4.0|10.0|8.4|274.0|818.0|671.0|8.0|13.0|11.2|653.0|998.0|872.4|2.0|8.0|4.8|120.0|632.0|360.6|8.0|11.0|9.8|597.0|868.0|758.4|2.0|7.0|5.0|146.0|535.0|384.0|13.0|13.0|13.0|982.0|982.0|982.0|5.0|11.0|9.0|408.0|880.0|716.7|11.0|11.0|11.0|875.0|875.0|875.0
Serrano 1 - 300, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|2000|30|1|1|7.0|12.0|9.8|545.0|963.0|776.2|3.0|5.0|4.2|266.0|421.0|344.0|3.0|9.0|5.8|255.0|672.0|456.6|5.0|9.0|7.0|428.0|722.0|569.6|8.0|10.0|9.4|602.0|809.0|727.2|5.0|8.0|6.8|429.0|618.0|525.2|4.0|7.0|5.0|342.0|512.0|398.4|2.0|5.0|3.2|132.0|419.0|260.6|5.0|12.0|9.4|419.0|910.0|739.0|6.0|12.0|9.4|483.0|940.0|733.4|8.0|8.0|8.0|603.0|603.0|603.0
Morandé, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3670|60|2|2|5.0|8.0|6.7|414.0|635.0|536.0|0.0|3.0|1.8|14.0|267.0|147.5|6.0|11.0|9.0|485.0|893.0|716.0|5.0|11.0|9.2|379.0|867.0|709.2|7.0|10.0|8.5|561.0|764.0|671.8|5.0|7.0|6.0|354.0|512.0|446.7|3.0|8.0|5.4|231.0|632.0|417.8|2.0|3.0|2.6|141.0|265.0|214.6|4.0|8.0|6.4|293.0|652.0|492.2|2.0|10.0|6.6|134.0|750.0|504.6||||||
Lord Cochrane Con Condor, Parque Almagro, Santiago, RM (Metropolitana)|2200|34|1|1|6.0|9.0|8.0|495.0|736.0|635.0|0.0|4.0|2.8|35.0|300.0|227.4|4.0|8.0|6.2|331.0|659.0|486.8|3.0|5.0|4.6|257.0|424.0|367.8|4.0|6.0|5.0|344.0|434.0|396.7|5.0|8.0|6.6|358.0|645.0|522.8|6.0|8.0|7.0|449.0|603.0|537.0|5.0|6.0|5.8|389.0|493.0|451.8|8.0|9.0|8.5|661.0|730.0|695.5|3.0|10.0|7.4|269.0|810.0|596.0||||||
Recien Remodelado. Oportunidad Con Vista Despejada, Santa Isabel, Santiago, Rm (metropolitana), Parque Almagro, Santiago, RM (Metropolitana)|2900|62|2|2|2.0|12.0|8.0|185.0|971.0|634.7|3.0|4.0|3.2|218.0|280.0|245.2|6.0|9.0|7.8|487.0|715.0|617.8|5.0|8.0|7.4|401.0|657.0|588.0|3.0|6.0|4.8|250.0|502.0|389.0|2.0|6.0|3.5|159.0|472.0|273.2|3.0|11.0|7.6|205.0|890.0|598.6|5.0|8.0|6.8|413.0|598.0|524.4|||||||7.0|11.0|9.0|518.0|850.0|703.0||||||
Arturo Prat Con Santiago, Parque O'Higgins, Santiago, RM (Metropolitana)|2300|40|2|1|10.0|10.0|10.0|782.0|782.0|782.0|3.0|4.0|3.2|238.0|288.0|253.6|4.0|11.0|7.8|350.0|891.0|614.2|3.0|7.0|6.2|228.0|562.0|472.6|||||||3.0|13.0|8.0|255.0|991.0|623.0|4.0|9.0|6.0|304.0|731.0|487.0|3.0|10.0|7.0|268.0|757.0|555.4|||||||8.0|8.0|8.0|624.0|624.0|624.0|9.0|11.0|10.0|721.0|825.0|773.0
Sazié 1738, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2500|45|2|1|7.0|12.0|9.5|509.0|938.0|730.5|0.0|4.0|2.2|35.0|293.0|171.0|2.0|8.0|5.2|195.0|635.0|421.4|3.0|5.0|4.0|200.0|383.0|317.2|2.0|2.0|2.0|134.0|194.0|173.8|5.0|6.0|5.8|376.0|498.0|458.6|7.0|10.0|8.2|568.0|795.0|654.0|3.0|8.0|5.4|234.0|624.0|424.8|12.0|12.0|12.0|904.0|904.0|904.0|3.0|10.0|7.2|217.0|788.0|561.8||||||
Metro Sta Ana Impecable, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1700|29|1|1|5.0|11.0|9.0|359.0|879.0|692.7|2.0|2.0|2.0|130.0|180.0|150.7|2.0|9.0|6.8|161.0|674.0|533.2|5.0|7.0|5.8|386.0|561.0|455.4|6.0|7.0|6.5|489.0|567.0|528.0|3.0|5.0|4.0|199.0|361.0|292.6|7.0|9.0|8.4|534.0|725.0|660.0|3.0|7.0|4.8|204.0|529.0|365.2|10.0|10.0|10.0|754.0|765.0|759.5|8.0|13.0|11.0|599.0|993.0|844.8||||||
Argomedo 65, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2594|35|1|1|5.0|12.0|9.7|406.0|913.0|739.3|2.0|4.0|3.4|157.0|289.0|245.2|6.0|11.0|8.4|442.0|873.0|654.2|2.0|3.0|2.8|147.0|260.0|215.5|8.0|12.0|10.0|626.0|961.0|793.5|4.0|9.0|6.6|349.0|664.0|527.8|3.0|10.0|5.6|261.0|816.0|444.8|3.0|5.0|4.2|260.0|385.0|325.0|||||||8.0|9.0|8.5|653.0|673.0|663.0|9.0|13.0|11.0|735.0|989.0|862.0
San Diego 1344, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2327|43|2|1|12.0|12.0|12.0|965.0|965.0|965.0|0.0|5.0|3.6|2.0|397.0|291.4|5.0|10.0|7.6|373.0|751.0|592.0|4.0|7.0|5.6|300.0|580.0|435.6|||||||5.0|12.0|8.5|400.0|930.0|665.0|3.0|8.0|5.7|232.0|596.0|425.7|2.0|12.0|7.8|129.0|915.0|596.6|||||||10.0|10.0|10.0|768.0|768.0|768.0|11.0|11.0|11.0|849.0|849.0|849.0
Tarapacá / Metro U. De Chile, Bulnes, Santiago, RM (Metropolitana)|2800|53|2|2|7.0|11.0|9.5|531.0|860.0|724.5|2.0|4.0|3.4|180.0|348.0|283.6|2.0|7.0|5.0|191.0|538.0|382.4|4.0|8.0|6.0|324.0|642.0|468.2|6.0|11.0|9.4|498.0|886.0|743.4|5.0|8.0|6.4|355.0|593.0|494.4|3.0|6.0|4.2|238.0|446.0|320.8|0.0|4.0|2.2|29.0|285.0|171.2|4.0|10.0|8.2|315.0|807.0|642.2|8.0|11.0|9.4|601.0|888.0|731.4|6.0|12.0|9.0|469.0|962.0|715.5
San Francisco 200 - 400, Bulnes, Santiago, RM (Metropolitana)|3279|56|3|1|8.0|11.0|10.0|643.0|897.0|809.7|3.0|4.0|3.2|213.0|311.0|257.5|4.0|7.0|5.8|287.0|577.0|458.2|5.0|8.0|7.2|387.0|658.0|559.0|6.0|11.0|9.2|446.0|874.0|721.6|4.0|7.0|6.0|334.0|545.0|471.4|6.0|7.0|6.6|446.0|575.0|514.8|4.0|5.0|4.8|348.0|428.0|380.8|9.0|12.0|10.7|673.0|901.0|818.3|7.0|13.0|10.8|581.0|986.0|850.4|6.0|12.0|9.0|443.0|938.0|690.5
Arturo Prat Con Santa Isabel, San Diego, Santiago, RM (Metropolitana)|3280|32|1|1|4.0|4.0|4.0|299.0|299.0|299.0|3.0|4.0|3.4|218.0|347.0|263.0|4.0|10.0|7.0|341.0|752.0|560.8|6.0|10.0|8.4|453.0|765.0|646.8|6.0|13.0|9.5|477.0|999.0|739.8|2.0|9.0|5.2|118.0|736.0|401.0|5.0|9.0|7.4|428.0|736.0|608.0|3.0|5.0|3.8|250.0|359.0|285.0|10.0|10.0|10.0|813.0|813.0|813.0|3.0|9.0|7.0|232.0|704.0|542.0||||||
